taxa.level	taxa.name	age	richness	e.div.0	e.div.5	e.div.9
Family	Anisolabididae	210.6822	38	0.01726575	0.014099029	0.007345483
Family	Apachyidae	229.3862	15	0.011805637	0.009065243	0.003816571
Family	Chelisochidae	143.1265	95	0.031817147	0.027047409	0.01636179
Family	Forficulidae	143.1265	485	0.043207574	0.038379066	0.027248276
Family	Labiduridae	204.8734	64	0.020299771	0.016992153	0.00970294
Family	Labiidae	178.9536	495	0.034671321	0.030809264	0.02190507
Family	Pygidicranidae	210.6822	181	0.024674591	0.021410729	0.013975737
Family	Acartophthalmidae	94.23809	6	0.019013113	0.013293595	0.004302561
Family	Acroceridae	84.98792	400	0.070497837	0.062371385	0.043666559
Family	Agromyzidae	76.96086	3017	0.104105103	0.095102919	0.074224896
Family	Anisopodidae	195.088	196	0.027055045	0.023528134	0.015482371
Family	Anthomyiidae	37.41323	1941	0.202360464	0.183847438	0.140939437
Family	Anthomyzidae	69.69023	100	0.066080571	0.056277233	0.034276868
Family	Apioceridae	81.42351	143	0.060951003	0.052523726	0.033421495
Family	Apsilocephalidae	99.23557	7	0.019608999	0.013969732	0.004736242
Family	Asilidae	49.79525	7531	0.179269772	0.165352493	0.133052698
Family	Asteiidae	72.09459	138	0.068344292	0.058830028	0.037282236
Family	Atelestidae	145.7077	22	0.021213995	0.016761963	0.007764875
Family	Athericidae	145.9001	133	0.033518477	0.028818984	0.018185333
Family	Aulacigastridae	72.09459	19	0.040841331	0.031938389	0.014281507
Family	Australimyzidae	40.37926	9	0.054414682	0.039858034	0.014556648
Family	Austroleptidae	94.09991	8	0.022098231	0.015983835	0.005638988
Family	Axymyiidae	264.7227	8	0.007855169	0.005681709	0.002004468
Family	Bibionidae	108.3497	1102	0.064650682	0.058261738	0.043474331
Family	Blephariceridae	261.5742	331	0.022181539	0.019543165	0.013481301
Family	Bombyliidae	61.69911	5382	0.139237265	0.128005962	0.101944762
Family	Braulidae	34.37856	7	0.056602433	0.040324387	0.013671417
Family	Calliphoridae	31.3383	1525	0.233891107	0.211793812	0.160603762
Family	Canthyloscelidae	123.3546	14	0.021394073	0.016334235	0.006752153
Family	Carnidae	54.73595	92	0.082610945	0.070144984	0.042248932
Family	Cecidomyiidae	102.7305	6296	0.085151633	0.07840594	0.062751696
Family	Ceratopogonidae	137.2763	5902	0.063252335	0.058204284	0.046490073
Family	Chaoboridae	72.74826	89	0.061700945	0.052326509	0.031373704
Family	Chironomidae	137.2763	7290	0.064790928	0.059742642	0.048026553
Family	Chloropidae	71.79667	2885	0.110970052	0.10132057	0.078942517
Family	Chyromyidae	142.5151	139	0.034624218	0.029810843	0.018907661
Family	Clusiidae	43.27106	363	0.13622044	0.120265292	0.08357338
Family	Coelopidae	97.44922	35	0.03648411	0.029660286	0.015203862
Family	Conopidae	25.8004	831	0.260563007	0.233743867	0.171734423
Family	Corethrellidae	72.74826	111	0.064737359	0.055332618	0.034157609
Family	Culicidae	138.1615	3725	0.059516017	0.054501025	0.042867588
Family	Deuterophlebiidae	301.4784	14	0.008753719	0.006683408	0.002762749
Family	Diadocidiidae	124.4685	39	0.029433645	0.024068196	0.012602513
Family	Diopsidae	78.51853	194	0.067090637	0.0583283	0.038342808
Family	Dixidae	239.9164	197	0.02202102	0.019153004	0.012609772
Family	Dolichopodidae	68.08982	7358	0.130761741	0.120583843	0.096962817
Family	Drosophilidae	41.84801	4017	0.198295944	0.181738447	0.143326851
Family	Dryomyzidae	49.35706	30	0.068910048	0.055530861	0.027574101
Family	Empididae	99.5822	3142	0.080863998	0.073906641	0.057770265
Family	Ephydridae	41.84801	1994	0.181559361	0.165007898	0.126644403
Family	Fanniidae	40.7587	359	0.144345192	0.127407323	0.088459589
Family	Fergusoninidae	40.23324	29	0.083694374	0.067308778	0.033181545
Family	Glossinidae	63.09933	25	0.051012837	0.040649391	0.019394428
Family	Helcomyzidae	66.99341	12	0.037091807	0.027940094	0.011074781
Family	Helosciomyzidae	54.16581	23	0.057886963	0.045875925	0.021473893
Family	Hesperinidae	108.3497	10	0.021251421	0.015733759	0.00592391
Family	Heterocheilidae	25.8004	2	0.026865753	0.015715458	0.003694136
Family	Hilarimorphidae	179.1758	36	0.020000016	0.016284402	0.008394423
Family	Hippoboscidae	25.81113	271	0.217042757	0.190330872	0.129099521
Family	Hybotidae	68.08982	2005	0.111667197	0.101494626	0.077916096
Family	Keroplatidae	88.585	993	0.077899539	0.070086245	0.052008446
Family	Lauxaniidae	49.35706	1900	0.152959053	0.138926187	0.106403212
Family	Lonchaeidae	37.66626	504	0.165202923	0.146853212	0.104541591
Family	Lonchopteridae	135.9252	65	0.030710915	0.025723762	0.014724863
Family	Lygistorrhinidae	88.585	44	0.042718176	0.035147207	0.018826063
Family	Marginidae	107.8889	3	0.010182811	0.006424638	0.001689901
Family	Micropezidae	33.8142	583	0.188328785	0.167880766	0.120686621
Family	Milichiidae	45.54901	288	0.124326752	0.109185238	0.07445051
Family	Muscidae	40.7587	5218	0.210013309	0.193011895	0.153562496
Family	Mycetophilidae	124.4685	4525	0.067626531	0.06205945	0.049143155
Family	Mydidae	49.79525	498	0.124722741	0.110843081	0.078841374
Family	Mythicomyiidae	61.69911	350	0.09494356	0.083755488	0.058035477
Family	Nemestrinidae	234.9875	300	0.024272706	0.021337148	0.014599739
Family	Neurochaetidae	43.27106	22	0.071434406	0.056442968	0.026146855
Family	Nycteribiidae	25.81113	274	0.21746929	0.190755845	0.129512416
Family	Odiniidae	54.73595	65	0.076264087	0.063879545	0.036566096
Family	Oestridae	14.95656	176	0.34570008	0.299734869	0.195083009
Family	Opomyzidae	102.3119	61	0.040179821	0.033563908	0.019019392
Family	Pachyneuridae	163.7119	8	0.012701835	0.009187343	0.003241232
Family	Pallopteridae	37.66626	71	0.113169714	0.095138698	0.055207009
Family	Pelecorhynchidae	158.8916	49	0.024493556	0.020258313	0.011063253
Family	Periscelididae	40.23324	91	0.112117729	0.09516115	0.057230914
Family	Perissommatidae	175.537	9	0.012517159	0.009168653	0.003348506
Family	Phoridae	51.77393	4200	0.161139782	0.147756423	0.116707294
Family	Piophilidae	65.11053	83	0.067866758	0.057404995	0.034083634
Family	Pipunculidae	152.4725	1428	0.047641576	0.04310012	0.03258114
Family	Platypezidae	95.93086	277	0.058625738	0.051437816	0.034956496
Family	Platystomatidae	34.37856	1164	0.205349428	0.185212213	0.138596112
Family	Pleciidae	73.36238	280	0.076807617	0.067407948	0.045852405
Family	Psilidae	33.8142	322	0.170772975	0.150365975	0.103493008
Family	Psychodidae	247.3216	3026	0.032407185	0.029605906	0.023109108
Family	Ptychopteridae	282.542	156	0.017872939	0.015442301	0.009921924
Family	Pyrgotidae	43.56317	351	0.134535348	0.118689342	0.082260289
Family	Rhagionidae	176.2609	756	0.037603583	0.033678576	0.02460722
Family	Rhinophoridae	14.95656	174	0.344935954	0.298975085	0.19435626
Family	Richardiidae	45.54901	178	0.113762814	0.098668196	0.064293901
Family	Sarcophagidae	26.27688	3094	0.305866603	0.279500306	0.218349346
Family	Scathophagidae	37.41323	419	0.161383311	0.142920233	0.100406677
Family	Scatopsidae	123.3546	407	0.048711707	0.043112458	0.030222628
Family	Scenopinidae	57.81991	420	0.104466692	0.092519785	0.065009991
Family	Sciardoceridae	51.77393	2	0.013387958	0.007831453	0.001840891
Family	Sciaridae	73.36238	2455	0.106401701	0.096958988	0.075065125
Family	Sciomyzidae	42.13284	618	0.152529202	0.136116105	0.098221754
Family	Sepsidae	125.319	345	0.046629357	0.041121391	0.028461062
Family	Simuliidae	156.7186	2121	0.048875136	0.044455267	0.034209674
Family	Somatiidae	71.79667	7	0.02710307	0.019308616	0.006546315
Family	Sphaeroceridae	69.69023	1571	0.105602574	0.095665587	0.072644258
Family	Stratiomyidae	84.98792	2690	0.092922576	0.084771118	0.065868791
Family	Streblidae	51.00005	237	0.10721676	0.093708212	0.062798888
Family	Strongylophthalmyiidae	63.92238	45	0.059551326	0.049051588	0.02638198
Family	Synneuridae	193.1812	3	0.005686952	0.003588067	0.000943785
Family	Syrphidae	157.3624	6107	0.05539564	0.050991898	0.040772627
Family	Tabanidae	145.9001	4434	0.057553472	0.052804184	0.041785441
Family	Tachinidae	26.27688	9626	0.349060583	0.322685941	0.261468351
Family	Tanyderidae	247.3216	55	0.016202924	0.013473164	0.007505604
Family	Tephritidae	59.51189	4716	0.142134895	0.130491253	0.103475755
Family	Thaumaleidae	156.7186	183	0.03324102	0.028852916	0.018854879
Family	Therevidae	57.81991	1143	0.121781782	0.10980887	0.082094036
Family	Tipulidae	163.5805	15770	0.059089345	0.054852387	0.045016675
Family	Trichoceridae	163.5805	183	0.031846621	0.027642589	0.018063952
Family	Ulidiidae	71.77758	678	0.090824284	0.081187941	0.058928557
Family	Vermileonidae	209.5278	61	0.019619706	0.016389172	0.009287122
Family	Xenasteiidae	40.37926	13	0.063521455	0.048190832	0.019526295
Family	Xylomyidae	150.934	138	0.032645088	0.028100539	0.017808098
Family	Xylophagidae	94.09991	145	0.052887763	0.045594724	0.029058131
Family	Anisembiidae	77.54649	105	0.0600151	0.05119886	0.031382637
Family	Australembiidae	125.2405	31	0.027419143	0.022138116	0.011069058
Family	Clothodidae	80.06586	15	0.033822783	0.025971638	0.010934358
Family	Embiidae	77.54649	83	0.056983116	0.048199082	0.028617717
Family	Notoligotomidae	80.06586	3	0.013721358	0.008657213	0.002277145
Family	Oligotomidae	147.9675	52	0.026703457	0.022147733	0.012220851
Family	Teratembiidae	175.6167	48	0.022043467	0.018213946	0.009910596
Family	Acanthametropodidae	107.2081	3	0.010247475	0.006465437	0.001700632
Family	Ameletidae	83.73757	56	0.048071035	0.040004792	0.022353194
Family	Ameletopsidae	70.59807	6	0.025379723	0.017745003	0.005743289
Family	Ametropodidae	83.73757	3	0.013119706	0.008277613	0.002177297
Family	Baetidae	197.6505	860	0.034186265	0.030685211	0.022589156
Family	Baetiscidae	149.9949	12	0.016566608	0.012479105	0.004946417
Family	Behningiidae	80.13504	7	0.024282887	0.017299478	0.005865145
Family	Caenidae	71.46849	211	0.074884164	0.065251681	0.043250423
Family	Coloburiscidae	86.43776	6	0.020728898	0.014493237	0.004690833
Family	Dipteromimidae	52.27244	2	0.01326028	0.007756766	0.001823335
Family	Ephemerellidae	104.3293	160	0.048645719	0.042061599	0.0270999
Family	Ephemeridae	77.1296	91	0.058484155	0.049639067	0.029853456
Family	Euthyplociidae	65.16566	19	0.045183905	0.035334332	0.015800031
Family	Heptageniidae	70.68228	529	0.0887208	0.078940999	0.056382922
Family	Ichthybotidae	65.16566	2	0.010636694	0.006222067	0.001462583
Family	Isonychiidae	52.27244	30	0.065066742	0.052433749	0.026036216
Family	Leptohyphidae	136.5266	157	0.037034877	0.03200437	0.020577695
Family	Leptophlebiidae	230.1613	623	0.027956683	0.02495208	0.018014776
Family	Metretopodidae	82.961	13	0.030917532	0.023455722	0.009503952
Family	Neoephemeridae	107.2081	7	0.018150775	0.012930873	0.004384031
Family	Nesameletidae	70.68228	11	0.033924985	0.025349486	0.00980652
Family	Oligoneuriidae	71.46849	54	0.055814584	0.046372688	0.025753302
Family	Oniscigastridae	86.43776	8	0.024057097	0.017400698	0.006138848
Family	Palingeniidae	80.13504	32	0.043248695	0.034982954	0.017607616
Family	Polymitarcyidae	122.8568	84	0.036064889	0.030519304	0.018151331
Family	Potamanthidae	177.2495	23	0.017689721	0.014019259	0.006562223
Family	Prosopistomatidae	177.2495	19	0.016611832	0.012990644	0.005808871
Family	Rallidentidae	106.3763	1	0	0	0
Family	Siphlaenigmatidae	70.59807	1	0	0	0
Family	Siphlonuridae	77.1296	49	0.050458194	0.04173334	0.022790964
Family	Teloganodidae	99.28328	13	0.025834656	0.019599576	0.007941492
Family	Tricorythidae	99.28328	34	0.035518171	0.028828629	0.014691447
Family	Grylloblattidae	220.4914	27	0.014947689	0.011968981	0.00580945
Family	Acanthosomatidae	72.53056	200	0.073049448	0.06356159	0.041909909
Family	Achilidae	176.3839	503	0.035267335	0.031348831	0.022313485
Family	Achilixiidae	81.15765	24	0.039159017	0.031121264	0.014711151
Family	Aetalionidae	127.2758	42	0.029366695	0.024105548	0.012800867
Family	Aleyrodoidea	321.3974	1560	0.02287648	0.020721807	0.015730086
Family	Alydidae	222.7753	250	0.024784888	0.021691389	0.014607737
Family	Anthocoridae	125.2985	600	0.051053521	0.045534845	0.03279555
Family	Aphelocheiridae	129.4199	400	0.04629477	0.040958263	0.028675112
Family	Aphidoidea	87.13851	4300	0.096012318	0.088060441	0.069611886
Family	Aphrophoridae	101.9798	820	0.065790523	0.059005567	0.043318726
Family	Aradidae	272.6347	2000	0.027879439	0.02533887	0.019450229
Family	Belostomatidae	239.4364	150	0.02092679	0.018059629	0.011553461
Family	Berytidae	95.246	100	0.048350274	0.041177302	0.025079928
Family	Caliscelidae	81.15765	202	0.065406868	0.056926966	0.03757222
Family	Canopidae	131.825	8	0.015774258	0.011409652	0.004025247
Family	Cercopidae	128.2812	1400	0.056471467	0.051073691	0.038571906
Family	Cicadellidae	170.6714	20000	0.058026638	0.053965634	0.044537939
Family	Cicadidae	224.8581	1300	0.031887308	0.02880813	0.021677821
Family	Cimicidae	125.2985	100	0.036753594	0.03130104	0.019064576
Family	Cixiidae	190.6426	2223	0.040424401	0.036790914	0.028367575
Family	Clastopteridae	69.14481	80	0.063374628	0.053529715	0.031615551
Family	Coccoidea	286.4426	8000	0.03137521	0.0289558	0.023340579
Family	Colobathristidae	94.7507	90	0.047491044	0.040292181	0.024195439
Family	Coreidae	213.9783	1900	0.035282125	0.03204525	0.024543375
Family	Corixidae	263.6769	600	0.024260486	0.021638027	0.01558435
Family	Cydnidae	131.825	617	0.048737865	0.043492064	0.031380734
Family	Delphacidae	190.6426	2029	0.039945418	0.036312156	0.027890614
Family	Derbidae	304.7509	1700	0.024408077	0.022135536	0.016869773
Family	Dictyopharidae	96.17745	731	0.068565069	0.061372321	0.044751291
Family	Dinidoridae	123.5364	90	0.03642497	0.030903542	0.018557565
Family	Dipsocoridae	160.0609	30	0.021249396	0.017123732	0.008502867
Family	Enicocephalidae	250.2628	400	0.023940692	0.021180992	0.014828932
Family	Epipygidae	69.14481	27	0.047665716	0.038167107	0.018525379
Family	Eurybrachyidae	157.4173	189	0.033298418	0.028928694	0.01896667
Family	Flatidae	182.2549	1446	0.039925162	0.036125781	0.027325334
Family	Fulgoridae	154.2368	687	0.042352631	0.037868016	0.027508121
Family	Gelastocoridae	179.2143	100	0.025696444	0.021884266	0.013329086
Family	Gerridae	118.0078	620	0.054485547	0.048625463	0.035095529
Family	Hebridae	101.3662	150	0.049431026	0.042658526	0.02729035
Family	Hermatobatidae	122.3117	8	0.017001166	0.012297085	0.004338328
Family	Hydrometridae	159.8218	110	0.029410759	0.025130383	0.015495623
Family	Hyocephalidae	178.6455	3	0.006149678	0.003880015	0.001020577
Family	Idiostolidae	178.6455	4	0.00776003	0.005129101	0.001468631
Family	Issidae	88.13178	924	0.07748297	0.069630349	0.051466339
Family	Joppeicidae	231.8878	1	0	0	0
Family	Largidae	104.7187	120	0.045717639	0.039177753	0.024419968
Family	Leptopodidae	172.733	40	0.021355962	0.017486091	0.00920053
Family	Lestoniidae	118.2775	2	0.005860347	0.003428083	0.000805818
Family	Lophopidae	108.6603	138	0.045345482	0.039032901	0.024736242
Family	Lyctocoridae	147.9228	27	0.02228079	0.017840775	0.008659475
Family	Lygaeidae	157.547	4400	0.053249886	0.048851707	0.03864763
Family	Machaerotidae	162.3958	110	0.028944593	0.024732062	0.015250015
Family	Macroveliidae	135.2462	3	0.008123055	0.005125077	0.001348072
Family	Malcidae	134.162	20	0.022329216	0.017526388	0.007936008
Family	Meenoplidae	182.2549	158	0.027777552	0.024008995	0.015447643
Family	Membracidae	127.2758	3450	0.064003758	0.05856001	0.045932925
Family	Mesoveliidae	122.3117	35	0.029067931	0.023631196	0.012113351
Family	Microphysidae	212.2647	30	0.016023377	0.012912368	0.006411695
Family	Miridae	140.7011	10000	0.06546033	0.06053466	0.049101641
Family	Myerslopiidae	287.1723	20	0.010431829	0.008188029	0.003707568
Family	Nabidae	103.2646	400	0.058020508	0.051332347	0.035938067
Family	Naucoridae	192.3887	500	0.032302355	0.028709893	0.020426683
Family	Nepidae	239.4364	225	0.022620205	0.019743814	0.013167321
Family	Nogodinidae	88.13178	286	0.06417653	0.056351239	0.038401474
Family	Notonectidae	129.4199	350	0.045263002	0.039929246	0.027667594
Family	Ochteridae	179.2143	50	0.021828744	0.01807154	0.009904078
Family	Paraphrynoveliidae	101.3662	2	0.00683805	0.004000003	0.000940256
Family	Peloridiidae	336.1533	12	0.007392183	0.005568299	0.00220714
Family	Pentatomidae	124.1235	4500	0.067769864	0.062187319	0.049235202
Family	Phloeidae	141.8907	3	0.007742666	0.004885078	0.001284944
Family	Phylloxeroidea	87.13851	75	0.049547417	0.041744874	0.024423549
Family	Phymatidae	178.6019	280	0.031549438	0.027688437	0.018834299
Family	Piesmatidae	185.3944	40	0.01989747	0.016291888	0.008572186
Family	Plataspidae	124.1235	500	0.050067941	0.044499703	0.03166091
Family	Pleidae	253.9732	40	0.01452468	0.011892691	0.006257492
Family	Plokiophilidae	177.0309	6	0.010121168	0.007076521	0.002290363
Family	Psylloidea	321.3974	2500	0.024343837	0.022188415	0.017190725
Family	Pyrrhocoridae	104.7187	225	0.05172047	0.045143683	0.030106715
Family	Reduviidae	95.246	6420	0.092047681	0.084771875	0.067887252
Family	Rhopalidae	213.9783	200	0.024761003	0.021544978	0.014205876
Family	Ricaniidae	141.7221	417	0.042569834	0.037695845	0.026473318
Family	Saldidae	172.733	265	0.032302628	0.028311609	0.019165666
Family	Schizopteridae	160.0609	120	0.029910439	0.025631765	0.01597659
Family	Scutelleridae	72.53056	500	0.085682616	0.07615354	0.054182167
Family	Stenocephalidae	150.5309	30	0.022594679	0.018207823	0.009041177
Family	Termitaphididae	94.7507	9	0.023189534	0.016986027	0.006203507
Family	Tessaratomidae	123.5364	250	0.044695012	0.039116453	0.026342381
Family	Tettigometridae	96.17745	73	0.044609827	0.03754433	0.021877625
Family	Thaumastocoridae	204.6459	19	0.01438797	0.011251557	0.005031224
Family	Tingidae	140.7011	2000	0.054021628	0.0490988	0.037688456
Family	Tropiduchidae	176.3839	575	0.036025794	0.032105881	0.023059451
Family	Veliidae	118.0078	720	0.055752681	0.049890702	0.036345806
Family	Velocipedidae	103.2646	31	0.033254254	0.026849363	0.013424681
Family	Agaonidae	89.35121	757	0.074194443	0.06645166	0.048556668
Family	Ampulicidae	145.64	200	0.036379548	0.031654475	0.020871664
Family	Anaxyelidae	136.7405	1	0	0	0
Family	Andrenidae	130.6676	2938	0.061112964	0.055810909	0.043514673
Family	Aphelinidae	66.31041	1168	0.106514922	0.096074761	0.071906342
Family	Apidae	37.56132	5751	0.230479893	0.212030773	0.169219497
Family	Argidae	76.68761	800	0.087166776	0.078144485	0.05728714
Family	Aulacidae	110.2558	200	0.048054772	0.04181329	0.027569971
Family	Bethylidae	123.6116	2000	0.061490204	0.055886787	0.042898945
Family	Blasticotomidae	187.4191	10	0.012285755	0.009095914	0.003424698
Family	Braconidae	131.1363	20000	0.075520566	0.070235247	0.05796528
Family	Bradynobaenidae	108.6693	200	0.04875634	0.042423736	0.027972474
Family	Cephidae	235.9364	80	0.018572915	0.015687711	0.009265426
Family	Ceraphronidae	75.91769	350	0.077161636	0.068068971	0.047166046
Family	Chalcididae	45.76513	1464	0.159268152	0.144137323	0.109088979
Family	Chrysididae	163.1938	3000	0.049060489	0.044815144	0.034969331
Family	Cimbicidae	70.70218	130	0.068845606	0.059150229	0.037225003
Family	Colletidae	52.19141	2545	0.150252425	0.136979085	0.106201977
Family	Crabronidae	158.4217	8774	0.057312528	0.052937917	0.042784468
Family	Cynipidae	103.4603	1000	0.066767207	0.060077224	0.044598072
Family	Diapriidae	103.8914	2300	0.074507268	0.067839609	0.052381474
Family	Diprionidae	70.70218	90	0.063644568	0.053997095	0.032425234
Family	Encyrtidae	123.1046	3735	0.066817187	0.061188807	0.04813244
Family	Eucharitidae	143.7983	423	0.042054546	0.037250693	0.026188352
Family	Eulophidae	48.57657	4472	0.173037969	0.158773405	0.125678211
Family	Eupelmidae	83.04234	907	0.082008075	0.073674432	0.054399133
Family	Eurytomidae	45.76513	1424	0.158662831	0.143532421	0.108487408
Family	Evaniidae	110.2558	500	0.056365362	0.050096765	0.03564314
Family	Figitidae	103.4603	1500	0.070686248	0.063993045	0.048488332
Family	Formicidae	108.6693	10000	0.08475568	0.078378099	0.063575038
Family	Gasteruptiidae	149.6837	420	0.040353457	0.035738598	0.025112099
Family	Halictidae	112.7857	4338	0.074257363	0.068113706	0.053860163
Family	Heloridae	176.2314	7	0.01104179	0.00786633	0.002666969
Family	Ibaliidae	79.20717	50	0.049389759	0.040888703	0.022408986
Family	Ichneumonidae	136.9222	22000	0.073025395	0.067963384	0.056211642
Family	Liopteridae	79.20717	50	0.049389759	0.040888703	0.022408986
Family	Maamingidae	121.9638	2	0.005683221	0.003324471	0.000781463
Family	Megachilidae	37.56132	4120	0.221600531	0.203153243	0.160356596
Family	Megalodontesidae	186.488	40	0.019780787	0.01619635	0.008521917
Family	Megalyridae	177.379	50	0.022054601	0.018258522	0.010006553
Family	Megaspilidae	75.91769	450	0.08047199	0.071370983	0.050402813
Family	Melittidae	69.51568	191	0.075555233	0.065659261	0.043094339
Family	Monomachidae	103.8914	20	0.028835229	0.022633012	0.010248305
Family	Mutillidae	94.99117	5000	0.089662999	0.08236814	0.06544194
Family	Mymaridae	89.35121	1424	0.081266108	0.073516407	0.055566571
Family	Mymarommatidae	121.9638	9	0.018015383	0.01319603	0.004819353
Family	Orussidae	147.1096	75	0.029348786	0.024727048	0.01446698
Family	Pamphiliidae	186.488	250	0.029607594	0.025912154	0.017450147
Family	Pelecinidae	158.8354	3	0.006916672	0.004363934	0.001147865
Family	Pergidae	148.5929	500	0.041823049	0.037171755	0.026447178
Family	Perilampidae	66.31041	277	0.084813493	0.07441477	0.050571346
Family	Platygastridae	110.3334	1100	0.063471854	0.057197793	0.042676369
Family	Plumariidae	123.6116	20	0.024235042	0.019022286	0.008613356
Family	Pompilidae	122.8755	4000	0.067499621	0.061860602	0.04877874
Family	Proctotrupidae	107.6689	310	0.053279752	0.046871898	0.03215976
Family	Pteromalidae	48.57657	3506	0.168028147	0.153764851	0.120679779
Family	Roproniidae	158.8354	18	0.018197277	0.014173741	0.00625334
Family	Rotoitidae	83.41545	2	0.008309578	0.004860791	0.001142596
Family	Sapygidae	149.2829	80	0.029353842	0.024793878	0.014643682
Family	Scelionidae	110.3334	3000	0.072565221	0.066285945	0.051723032
Family	Scolebythidae	140.9128	3	0.007796398	0.00491898	0.001293861
Family	Scoliidae	122.8755	300	0.046419201	0.04080523	0.027920588
Family	Sierolomorphidae	94.99117	10	0.024239991	0.017946385	0.006756985
Family	Siricidae	136.7405	95	0.033303059	0.028310566	0.017125912
Family	Sphecidae	154.1938	724	0.042704644	0.038218297	0.027851707
Family	Stenotritidae	52.19141	21	0.058333784	0.045944252	0.021049676
Family	Stephanidae	147.1096	200	0.036016122	0.031338252	0.02066316
Family	Tenthredinidae	76.68761	4000	0.108153711	0.09911839	0.078157502
Family	Tetracampidae	83.41545	50	0.046898063	0.038825882	0.02127846
Family	Tiphiidae	116.3308	1500	0.062865728	0.056913042	0.043123724
Family	Torymidae	96.63939	986	0.071333815	0.064171792	0.047601269
Family	Trichogrammatidae	97.5552	839	0.069009245	0.061916276	0.045515724
Family	Trigonalidae	131.1363	100	0.035117433	0.02990761	0.018215878
Family	Vanhorniidae	107.6689	5	0.01494803	0.010203618	0.003125064
Family	Vespidae	116.3308	4000	0.071297108	0.065340842	0.051523002
Family	Xiphydriidae	239.9396	100	0.019193039	0.016345669	0.009955684
Family	Xyelidae	257.2901	50	0.015204716	0.012587653	0.006898642
Family	Amphientomidae	123.1598	100	0.037391829	0.03184459	0.019395637
Family	Amphipsocidae	113.6922	180	0.045675577	0.039627607	0.025851922
Family	Archipsocidae	261.3093	81	0.016817041	0.014211404	0.00840852
Family	Asiopsocidae	133.8145	14	0.019721759	0.015057434	0.006224356
Family	Caeciliusidae	93.11276	566	0.068074387	0.060649176	0.04351482
Family	Calopsocidae	66.98365	34	0.052645094	0.042729843	0.021775687
Family	Compsocidae	193.2051	2	0.003587624	0.002098625	0.000493311
Family	Dasydemellidae	57.48799	30	0.059163616	0.047676741	0.023674102
Family	Ectopsocidae	128.7433	177	0.040205197	0.034865009	0.022705349
Family	Electrentomidae	235.5484	9	0.009328124	0.006832727	0.002495397
Family	Elipsocidae	92.26469	129	0.052672506	0.045243606	0.028447162
Family	Epipsocidae	197.7055	138	0.024922188	0.02145275	0.013595208
Family	Hemipsocidae	98.54442	24	0.032249962	0.025630357	0.012115577
Family	Lachesillidae	129.297	271	0.043327524	0.037995119	0.025771708
Family	Lepidopsocidae	88.9377	206	0.059905711	0.052166535	0.034496653
Family	Liposcelididae	351.3934	181	0.014793952	0.012837064	0.008379324
Family	Mesopsocidae	92.26469	75	0.046794588	0.03942555	0.023066589
Family	Musapsocidae	166.9385	9	0.01316188	0.009640903	0.003520977
Family	Myopsocidae	123.3289	159	0.041100701	0.035531223	0.022876867
Family	Pachytroctidae	351.3934	87	0.012709141	0.010769097	0.006436555
Family	Peripsocidae	129.297	235	0.042225152	0.036897102	0.024707326
Family	Philotarsidae	97.90486	111	0.04810313	0.041114932	0.02538083
Family	Prionoglarididae	261.8792	7	0.007430564	0.005293641	0.001794734
Family	Pseudocaeciliidae	66.98365	300	0.085151861	0.074853536	0.051217815
Family	Psilopsocidae	98.54442	7	0.019746528	0.01406771	0.00476946
Family	Psocidae	123.3289	899	0.05514752	0.04953622	0.036558011
Family	Psoquillidae	88.9377	27	0.037057815	0.029673101	0.014402597
Family	Psyllipsocidae	163.6335	26	0.019910938	0.015905604	0.007655908
Family	Sphaeropsocidae	163.6335	15	0.016549485	0.012707921	0.00535018
Family	Stenopsocidae	57.48799	95	0.079214404	0.0673393	0.040735566
Family	Trichopsocidae	97.90486	11	0.024492096	0.018301027	0.007079804
Family	Troctopsocidae	123.1598	22	0.02509782	0.019830716	0.009186456
Family	Trogiidae	165.0061	52	0.023946046	0.019860749	0.010958921
Family	Hodotermitidae	57.26156	15	0.047292638	0.03631479	0.015288943
Family	Kalotermitidae	100.3852	420	0.060170769	0.053289585	0.037444482
Family	Mastotermitidae	106.551	1	0	0	0
Family	Rhinotermitidae	65.74259	280	0.085709882	0.075220759	0.051166855
Family	Serritermitidae	49.51166	6	0.036188637	0.025302383	0.008189285
Family	Termitidae	49.51166	1915	0.152640265	0.138651133	0.106229049
Family	Termopsidae	57.26156	21	0.053168695	0.041876178	0.01918586
Family	Acanthopteroctetidae	113.3048	5	0.014204499	0.009696079	0.00296962
Family	Acrolophidae	83.32205	300	0.068454658	0.060175705	0.041174649
Family	Adelidae	46.43658	294	0.122394452	0.107540826	0.073458203
Family	Agathiphagidae	241.7142	2	0.002867631	0.001677457	0.000394309
Family	Agonoxenidae	38.74803	4	0.035777157	0.023647415	0.006771035
Family	Aididae	56.84953	6	0.031517578	0.02203647	0.007132251
Family	Alucitidae	50.61717	216	0.106194764	0.092592102	0.061511051
Family	Amphisbatidae	106.0691	21	0.028703199	0.022606916	0.010357515
Family	Andesianidae	149.4329	3	0.007351877	0.004638518	0.00122009
Family	Anomoeotidae	73.9255	40	0.049899959	0.040857686	0.021497794
Family	Anthelidae	39.20529	94	0.115884739	0.098474714	0.059485439
Family	Apatelodidae	57.40837	145	0.086690037	0.074735782	0.047630119
Family	Arctiidae	17.52423	6000	0.496427789	0.456883653	0.365118954
Family	Argyresthiidae	54.46971	157	0.092826744	0.080217939	0.051577339
